7,0,1.000038,1.0000380277633667,5465236832,43720232073.360374,0,1035320,39,8,1500,false
7,10.000232,11.000152,0.9999200105667114,5156372480,41254279746.45765,0,5845576,47,12,1500,false
7,1.000038,2.000177,1.0001389980316162,5507645440,44055039956.16332,0,1035320,39,8,1500,false
7,11.000152,12.000244,1.0000920295715332,5148508160,41184275108.80783,0,5845576,41,11,1500,false
7,12.000244,13.000034,0.9997900128364563,4503633920,36036638591.521484,1176,4094944,53,17,1500,false
7,13.000034,14.000105,1.0000710487365723,5085593600,40681858405.35889,0,4094944,44,12,1500,false
7,14.000105,15.000067,0.9999619722366333,4877189120,39018996765.1758,0,4094944,43,15,1500,false
7,15.000067,16.000038,0.9999709725379944,5211422720,41692591990.1299,0,4238296,39,9,1500,false
7,16.000038,17.000104,1.0000660419464111,5337251840,42695195046.21674,0,4238296,47,12,1500,false
7,17.000104,18.000204,1.000100016593933,5543034880,44339844319.7956,1,3033560,36,4,1500,false
7,18.000204,19.000096,0.999891996383667,5398855680,43195510711.36618,0,3033560,37,5,1500,false
7,19.000096,20.000111,1.0000150203704834,5314969600,42519118147.0928,0,3033560,34,3,1500,false
7,20.000111,21.000174,1.0000629425048828,5413273600,43303463171.557884,0,3033560,34,3,1500,false
7,2.000177,3.000117,0.9999399781227112,5544345600,44357427216.0532,0,1035320,41,14,1500,false
7,21.000174,22.000051,0.9998769760131836,5308416000,42472553142.8179,0,3062520,43,8,1500,false
7,22.000051,23.000106,1.000054955482483,5486673920,43890979310.05537,0,3163880,39,8,1500,false
7,23.000106,24.000241,1.0001349449157715,4936171520,39484043989.00958,0,3163880,47,13,1500,false
7,24.000241,25.000426,1.0001850128173828,5200936960,41599799183.95042,0,3163880,50,17,1500,false
7,25.000426,26.000091,0.9996650218963623,5419827200,43373146654.4151,0,3163880,40,12,1500,false
7,26.000091,27.000176,1.00008499622345,5253365760,42023354253.59176,0,3163880,41,14,1500,false
7,27.000176,28.000128,0.9999520182609558,5430312960,43444588226.89519,0,3163880,36,6,1500,false
7,28.000128,29.000176,1.000048041343689,5405409280,43241196874.799416,0,3163880,71,29,1500,false
7,29.000176,30.000295,1.0001189708709717,5449973760,43594603592.041,0,3163880,46,14,1500,false
7,3.000117,4.000145,1.0000280141830444,5586288640,44689057192.571724,0,1035320,40,13,1500,false
7,4.000145,5.000171,1.000025987625122,5442109440,43535744129.40215,0,1088896,42,12,1500,false
7,5.000171,6.000276,1.0001050233840942,5214044160,41707972967.53524,0,1253968,50,25,1500,false
7,6.000276,7.000153,0.9998769760131836,5069864960,40563910013.93078,1,5845576,41,6,1500,false
7,7.000153,8.000143,0.9999899864196777,5312348160,42499210849.261475,0,5845576,40,9,1500,false
7,8.000143,9.000213,1.0000699758529663,5409341440,43271703545.635086,0,5845576,39,8,1500,false
7,9.000213,10.000232,1.0000189542770386,5259919360,42078557311.36734,0,5845576,38,9,1500,false
